,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Count,Age,Historic
2679,Footscray,8/19 Empire St,2,u,281000.0,S,Sweeney,10/12/2016,6.4,3011.0,1.0,1.0,0.0,1980.0,Maribyrnong,Western Metropolitan,2658,41.0,Contemporary
2680,Footscray,1 Stanlake St,4,h,1300000.0,S,hockingstuart,10/12/2016,6.4,3011.0,2.0,3.0,0.0,1950.0,Maribyrnong,Western Metropolitan,2659,71.0,Historic
2681,Footscray,2/10 Swan St,3,t,714000.0,S,Jas,10/12/2016,6.4,3011.0,2.0,2.0,164.0,2008.0,Maribyrnong,Western Metropolitan,2660,13.0,Contemporary
2682,Footscray,84 Victoria St,3,h,775000.0,SP,Jas,10/12/2016,6.4,3011.0,2.0,1.0,197.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2661,[[61.05585724]],Historic
2683,Footscray,211A Ballarat Rd,2,h,950000.0,PI,Burnham,11/02/2017,6.4,3011.0,1.0,2.0,657.0,1940.0,Maribyrnong,Western Metropolitan,2662,81.0,Historic
2684,Footscray,13/2 Saltriver Pl,3,u,674000.0,S,Jellis,11/02/2017,6.4,3011.0,2.0,1.0,8680.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2663,[[61.05585724]],Historic
2685,Footscray,120 MacPherson St,3,h,760000.0,S,Biggin,12/06/2016,6.4,3011.0,1.0,1.0,265.0,1910.0,Maribyrnong,Western Metropolitan,2664,111.0,Historic
2686,Footscray,3/53 Whitehall St,2,u,420000.0,VB,Village,12/06/2016,6.4,3011.0,1.0,1.0,0.0,2010.0,Maribyrnong,Western Metropolitan,2665,11.0,Contemporary
2687,Footscray,2/58 Everard St,2,t,560000.0,S,Sweeney,12/11/2016,6.4,3011.0,1.0,1.0,111.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2666,[[61.05585724]],Historic
2688,Footscray,2/15 Geelong Rd,2,h,575000.0,S,Burnham,12/11/2016,6.4,3011.0,1.0,1.0,162.0,2000.0,Maribyrnong,Western Metropolitan,2667,21.0,Contemporary
2689,Footscray,6 John St,4,h,1100000.0,SP,Biggin,13/08/2016,6.4,3011.0,1.0,2.0,633.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2668,[[61.05585724]],Historic
2690,Footscray,36 Windsor St,3,h,932000.0,S,Jas,13/08/2016,6.4,3011.0,1.0,1.0,451.0,1910.0,Maribyrnong,Western Metropolitan,2669,111.0,Historic
2691,Footscray,95 Gordon St,3,h,780000.0,S,Jas,14/05/2016,6.4,3011.0,1.0,2.0,323.0,1900.0,Maribyrnong,Western Metropolitan,2670,121.0,Historic
2692,Footscray,4/5 Empire St,2,u,295000.0,SP,Gunn&Co,15/10/2016,6.4,3011.0,1.0,1.0,0.0,1960.0,Maribyrnong,Western Metropolitan,2671,61.0,Historic
2693,Footscray,3/23 Pickett St,2,u,433000.0,SP,Jas,15/10/2016,6.4,3011.0,1.0,1.0,0.0,2012.0,Maribyrnong,Western Metropolitan,2672,9.0,Contemporary
2694,Footscray,9/6 Rosamond Rd,2,t,410000.0,SP,Rendina,15/10/2016,6.4,3011.0,2.0,1.0,65.0,2014.0,Maribyrnong,Western Metropolitan,2673,7.0,Contemporary
2695,Footscray,53 Ryan St,2,h,1170000.0,S,Sweeney,15/10/2016,6.4,3011.0,1.0,1.0,184.0,1900.0,Maribyrnong,Western Metropolitan,2674,121.0,Historic
2696,Footscray,105/72 Cross St,1,u,375000.0,S,Biggin,16/04/2016,6.4,3011.0,1.0,1.0,0.0,1920.0,Maribyrnong,Western Metropolitan,2675,101.0,Historic
2697,Footscray,6/63 Everard St,2,u,615000.0,S,Sweeney,16/04/2016,6.4,3011.0,1.0,3.0,207.0,1960.0,Maribyrnong,Western Metropolitan,2676,61.0,Historic
2698,Footscray,2 Buckingham St,3,h,747000.0,S,Jas,16/07/2016,6.4,3011.0,1.0,1.0,246.0,1940.0,Maribyrnong,Western Metropolitan,2677,81.0,Historic
2699,Footscray,4/97 Cowper St,1,u,275000.0,PI,Sweeney,16/07/2016,6.4,3011.0,1.0,1.0,0.0,1970.0,Maribyrnong,Western Metropolitan,2678,51.0,Contemporary
2700,Footscray,45 Droop St,3,h,1045000.0,S,Sweeney,16/07/2016,6.4,3011.0,2.0,2.0,384.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2679,[[61.05585724]],Historic
2701,Footscray,88 Eleanor St,3,h,775000.0,SP,Sweeney,16/07/2016,6.4,3011.0,1.0,1.0,242.0,1920.0,Maribyrnong,Western Metropolitan,2680,101.0,Historic
2702,Footscray,13/41 Moreland St,2,u,571000.0,S,hockingstuart,16/07/2016,6.4,3011.0,2.0,1.0,0.0,2013.0,Maribyrnong,Western Metropolitan,2681,8.0,Contemporary
2703,Footscray,2/36 Empire St,2,u,310000.0,PI,Sweeney,17/09/2016,6.4,3011.0,1.0,1.0,0.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2682,[[61.05585724]],Historic
2704,Footscray,8/33 Gordon St,1,u,305000.0,S,Burnham,17/09/2016,6.4,3011.0,1.0,1.0,59.0,1965.0,Maribyrnong,Western Metropolitan,2683,56.0,Historic
2705,Footscray,31 Southampton St,3,h,860500.0,S,Burnham,17/09/2016,6.4,3011.0,2.0,2.0,322.0,1980.0,Maribyrnong,Western Metropolitan,2684,41.0,Contemporary
2706,Footscray,2 French St,3,t,820000.0,SP,Sweeney,18/03/2017,6.4,3011.0,2.0,1.0,122.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2685,[[61.05585724]],Historic
2707,Footscray,12/3 Gordon St,1,u,210000.0,VB,Trimson,18/03/2017,6.4,3011.0,1.0,1.0,0.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2686,[[61.05585724]],Historic
2708,Footscray,88 Victoria St,3,h,875000.0,S,Village,18/03/2017,6.4,3011.0,1.0,0.0,262.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2687,[[61.05585724]],Historic
2709,Footscray,405/250 Barkly St,2,u,370000.0,SP,Sweeney,18/06/2016,6.4,3011.0,1.0,1.0,0.0,2007.0,Maribyrnong,Western Metropolitan,2688,14.0,Contemporary
2710,Footscray,167 Gordon St,2,h,711000.0,SP,Jas,18/06/2016,6.4,3011.0,1.0,2.0,253.0,1910.0,Maribyrnong,Western Metropolitan,2689,111.0,Historic
2711,Footscray,4/2 Saltriver Pl,3,u,665000.0,S,Greg,18/06/2016,6.4,3011.0,2.0,1.0,0.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2690,[[61.05585724]],Historic
2712,Footscray,224 Ballarat Rd,2,h,690500.0,SP,Rendina,19/11/2016,6.4,3011.0,1.0,1.0,212.0,1900.0,Maribyrnong,Western Metropolitan,2691,121.0,Historic
2713,Footscray,7 Essex St,2,h,747000.0,S,Sweeney,19/11/2016,6.4,3011.0,1.0,1.0,320.0,1900.0,Maribyrnong,Western Metropolitan,2692,121.0,Historic
2714,Footscray,51 Lynch St,2,h,858000.0,SP,Jas,22/05/2016,6.4,3011.0,1.0,1.0,313.0,1915.0,Maribyrnong,Western Metropolitan,2693,106.0,Historic
2715,Footscray,216a Ballarat Rd,4,t,699000.0,VB,Raine,22/08/2016,6.4,3011.0,2.0,2.0,0.0,2015.0,Maribyrnong,Western Metropolitan,2694,6.0,Contemporary
2716,Footscray,35 Leander St,2,h,835000.0,SP,Jas,22/08/2016,6.4,3011.0,1.0,1.0,222.0,1920.0,Maribyrnong,Western Metropolitan,2695,101.0,Historic
2717,Footscray,49 MacPherson St,2,h,661000.0,S,Sweeney,22/08/2016,6.4,3011.0,1.0,1.0,132.0,1970.0,Maribyrnong,Western Metropolitan,2696,51.0,Contemporary
2718,Footscray,69 MacPherson St,2,h,757500.0,S,Sweeney,22/08/2016,6.4,3011.0,1.0,0.0,258.0,1900.0,Maribyrnong,Western Metropolitan,2697,121.0,Historic
2719,Footscray,4/11 Nicholson St,1,u,282000.0,PI,Sweeney,24/09/2016,6.4,3011.0,1.0,1.0,1783.0,1975.0,Maribyrnong,Western Metropolitan,2698,46.0,Contemporary
2720,Footscray,2/25 Stanlake St,3,t,699000.0,S,Jas,24/09/2016,6.4,3011.0,1.0,1.0,125.0,2000.0,Maribyrnong,Western Metropolitan,2699,21.0,Contemporary
2721,Footscray,24 Dudley St,3,h,850000.0,SP,Village,25/02/2017,6.4,3011.0,1.0,0.0,190.0,1930.0,Maribyrnong,Western Metropolitan,2700,91.0,Historic
2722,Footscray,12/14 Eldridge St,2,u,315000.0,PI,C21,25/02/2017,6.4,3011.0,1.0,1.0,882.0,1970.0,Maribyrnong,Western Metropolitan,2701,51.0,Contemporary
2723,Footscray,65 Hyde St,3,h,740000.0,SP,Jas,25/02/2017,6.4,3011.0,1.0,1.0,211.0,1910.0,Maribyrnong,Western Metropolitan,2702,111.0,Historic
2724,Footscray,3/22 Pickett St,2,u,360000.0,S,Trimson,25/02/2017,6.4,3011.0,1.0,1.0,0.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2703,[[61.05585724]],Historic
2725,Footscray,62 Moore St,3,h,980000.0,S,GL,26/07/2016,6.4,3011.0,2.0,2.0,196.0,2006.0,Maribyrnong,Western Metropolitan,2704,15.0,Contemporary
2726,Footscray,26/2 Ballarat Rd,3,u,561000.0,SP,Nelson,27/06/2016,6.4,3011.0,1.0,1.0,0.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2705,[[61.05585724]],Historic
2727,Footscray,10/24 Eldridge St,2,u,316000.0,S,Burnham,27/06/2016,6.4,3011.0,1.0,1.0,0.0,1960.0,Maribyrnong,Western Metropolitan,2706,61.0,Historic
2728,Footscray,23 Moore St,2,h,800000.0,S,Village,27/06/2016,6.4,3011.0,1.0,2.0,260.0,1940.0,Maribyrnong,Western Metropolitan,2707,81.0,Historic
2729,Footscray,20 Ryan St,2,h,760000.0,PI,Burnham,27/06/2016,6.4,3011.0,1.0,0.0,130.0,1920.0,Maribyrnong,Western Metropolitan,2708,101.0,Historic
2730,Footscray,39 Warleigh Rd,3,t,735000.0,S,Jas,27/06/2016,6.4,3011.0,2.0,2.0,112.0,2010.0,Maribyrnong,Western Metropolitan,2709,11.0,Contemporary
2731,Footscray,6 White St,2,h,823000.0,S,Jas,27/06/2016,6.4,3011.0,1.0,0.0,238.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2710,[[61.05585724]],Historic
2733,Footscray,1/24 Eldridge St,2,u,296000.0,S,Sweeney,27/11/2016,6.4,3011.0,1.0,1.0,0.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2712,[[61.05585724]],Historic
2734,Footscray,4 The Crescent,3,h,886500.0,S,Greg,27/11/2016,6.4,3011.0,1.0,0.0,268.0,[[1959.94414276]],Maribyrnong,Western Metropolitan,2713,[[61.05585724]],Historic
2735,Footscray,8 Dudley St,3,h,767500.0,S,Sweeney,28/05/2016,6.4,3011.0,2.0,0.0,458.0,1930.0,Maribyrnong,Western Metropolitan,2714,91.0,Historic
2736,Footscray,116/55 Hopkins St,2,u,395000.0,SP,Greg,28/05/2016,6.4,3011.0,2.0,1.0,0.0,2009.0,Maribyrnong,Western Metropolitan,2715,12.0,Contemporary
2737,Footscray,12 Tait St,4,h,815000.0,PI,Biggin,28/05/2016,6.4,3011.0,2.0,1.0,369.0,1910.0,Maribyrnong,Western Metropolitan,2716,111.0,Historic
2738,Footscray,20 McDougall Dr,3,t,757000.0,S,Jas,28/08/2016,6.4,3011.0,2.0,2.0,102.0,2011.0,Maribyrnong,Western Metropolitan,2717,10.0,Contemporary
2739,Footscray,20 Nicholson St,4,h,1450000.0,SP,Village,28/08/2016,6.4,3011.0,1.0,1.0,799.0,1910.0,Maribyrnong,Western Metropolitan,2718,111.0,Historic
2740,Footscray,119 Droop St,2,h,745000.0,S,Village,30/07/2016,6.4,3011.0,1.0,1.0,355.0,1890.0,Maribyrnong,Western Metropolitan,2719,131.0,Historic
2741,Footscray,1a Leander St,2,h,716000.0,S,Ray,30/07/2016,6.4,3011.0,1.0,2.0,274.0,2000.0,Maribyrnong,Western Metropolitan,2720,21.0,Contemporary
2742,Glen Iris,6 Beatrice St,3,h,1735000.0,S,hockingstuart,3/09/2016,9.2,3146.0,2.0,3.0,680.0,1935.0,Boroondara,Southern Metropolitan,2721,86.0,Historic
2743,Glen Iris,57 Brandon St,2,h,1699000.0,S,Jellis,3/09/2016,9.2,3146.0,1.0,2.0,653.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2722,[[56.85500023]],Historic
2746,Glen Iris,28 Alfred Rd,4,h,1800000.0,VB,Marshall,3/12/2016,9.2,3146.0,2.0,2.0,868.0,1930.0,Boroondara,Southern Metropolitan,2725,91.0,Historic
2747,Glen Iris,62 Staughton Rd,4,h,1998000.0,S,J,3/12/2016,9.2,3146.0,2.0,1.0,739.0,2002.0,Boroondara,Southern Metropolitan,2726,19.0,Contemporary
2748,Glen Iris,4/58 Bath Rd,2,u,671000.0,S,Noel,4/03/2017,9.2,3146.0,1.0,1.0,0.0,1960.0,Boroondara,Southern Metropolitan,2727,61.0,Historic
2750,Glen Iris,43 Pascoe St,3,h,1780000.0,S,hockingstuart,4/03/2017,9.2,3146.0,1.0,2.0,627.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2729,[[56.85500023]],Historic
2751,Glen Iris,2/11 Peace St,3,h,1425000.0,S,Marshall,4/03/2017,9.2,3146.0,2.0,2.0,217.0,2006.0,Boroondara,Southern Metropolitan,2730,15.0,Contemporary
2752,Glen Iris,48 Alfred Rd,3,h,1530000.0,S,Jellis,4/06/2016,9.2,3146.0,1.0,1.0,753.0,1940.0,Boroondara,Southern Metropolitan,2731,81.0,Historic
2753,Glen Iris,3 Bridges St,4,h,1900000.0,PI,Jellis,4/06/2016,9.2,3146.0,4.0,2.0,708.0,1985.0,Boroondara,Southern Metropolitan,2732,36.0,Contemporary
2754,Glen Iris,45 Charles St,2,h,1500000.0,S,Marshall,4/06/2016,9.2,3146.0,1.0,2.0,660.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2733,[[56.85500023]],Historic
2755,Glen Iris,6 Chester St,3,h,1360000.0,PI,Fletchers,4/06/2016,9.2,3146.0,2.0,1.0,704.0,1940.0,Boroondara,Southern Metropolitan,2734,81.0,Historic
2756,Glen Iris,56 Gardiner Pde,5,h,2175000.0,S,Fletchers,4/06/2016,9.2,3146.0,3.0,4.0,619.0,2003.0,Boroondara,Southern Metropolitan,2735,18.0,Contemporary
2757,Glen Iris,22 Renwick St,4,h,2325000.0,PI,Marshall,4/06/2016,9.2,3146.0,3.0,2.0,638.0,1930.0,Boroondara,Southern Metropolitan,2736,91.0,Historic
2758,Glen Iris,10 Hazeldine Rd,4,h,2538000.0,S,Marshall,6/08/2016,9.2,3146.0,2.0,3.0,630.0,2000.0,Boroondara,Southern Metropolitan,2737,21.0,Contemporary
2759,Glen Iris,1 Montana St,4,h,2300000.0,VB,Jellis,6/08/2016,9.2,3146.0,3.0,4.0,1258.0,1941.0,Boroondara,Southern Metropolitan,2738,80.0,Historic
2760,Glen Iris,1/23 Aintree Rd,2,u,550000.0,SP,Jellis,7/05/2016,9.2,3146.0,1.0,1.0,0.0,1968.0,Stonnington,Southern Metropolitan,2739,53.0,Contemporary
2762,Glen Iris,7 Flowerdale Rd,3,h,2100000.0,VB,Marshall,7/05/2016,9.2,3146.0,2.0,2.0,904.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2741,[[56.85500023]],Historic
2763,Glen Iris,48 Martin Rd,3,h,2115000.0,S,Jellis,7/05/2016,9.2,3146.0,2.0,2.0,745.0,1920.0,Boroondara,Southern Metropolitan,2742,101.0,Historic
2764,Glen Iris,73 Pascoe St,3,h,1700000.0,S,Jellis,7/05/2016,9.2,3146.0,2.0,2.0,625.0,1951.0,Boroondara,Southern Metropolitan,2743,70.0,Historic
2766,Glen Iris,12 Walerna Rd,3,h,1750000.0,S,Jellis,7/05/2016,9.2,3146.0,2.0,2.0,652.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2745,[[56.85500023]],Historic
2767,Glen Iris,1/9 Myrniong St,3,h,967500.0,S,Marshall,7/11/2016,9.2,3146.0,2.0,1.0,233.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2746,[[56.85500023]],Historic
2768,Glen Iris,192 Tooronga Rd,4,h,2077000.0,S,RT,7/11/2016,9.2,3146.0,2.0,3.0,553.0,1910.0,Boroondara,Southern Metropolitan,2747,111.0,Historic
2769,Glen Iris,34 Yeovil Rd,4,h,2850000.0,S,Jellis,7/11/2016,9.2,3146.0,3.0,2.0,1184.0,1935.0,Boroondara,Southern Metropolitan,2748,86.0,Historic
2770,Glen Iris,7/69 Edgar St N,2,u,411000.0,SP,Noel,8/10/2016,9.2,3146.0,1.0,1.0,0.0,1970.0,Stonnington,Southern Metropolitan,2749,51.0,Contemporary
2771,Glen Iris,1/46 Iris Rd,3,h,1222000.0,S,Marshall,8/10/2016,9.2,3146.0,1.0,1.0,215.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2750,[[56.85500023]],Historic
2772,Glen Iris,39 Welfare Pde,4,h,1550000.0,S,Marshall,8/10/2016,9.2,3146.0,2.0,2.0,662.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2751,[[56.85500023]],Historic
2773,Glen Iris,423 Burke Rd,3,h,1660000.0,S,Christopher,10/09/2016,9.2,3146.0,1.0,2.0,297.0,1930.0,Boroondara,Southern Metropolitan,2752,91.0,Historic
2775,Glen Iris,2/25 Cloverdale Rd,3,u,1162000.0,S,Jellis,10/09/2016,9.2,3146.0,2.0,2.0,281.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2753,[[56.85500023]],Historic
2776,Glen Iris,51 Dent St,4,h,2020000.0,PI,Marshall,10/09/2016,9.2,3146.0,2.0,2.0,630.0,2009.0,Boroondara,Southern Metropolitan,2754,12.0,Contemporary
2777,Glen Iris,25 Hope St,2,h,845000.0,S,Noel,10/09/2016,9.2,3146.0,0.0,0.0,207.0,[[1964.14499977]],Stonnington,Southern Metropolitan,2755,[[56.85500023]],Historic
2778,Glen Iris,27 Pascoe St,3,h,1510000.0,PI,hockingstuart,10/09/2016,9.2,3146.0,2.0,2.0,370.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2756,[[56.85500023]],Historic
2781,Glen Iris,10/13 Myrniong St,2,u,585000.0,SP,Marshall,10/12/2016,9.2,3146.0,1.0,1.0,0.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2759,[[56.85500023]],Historic
2782,Glen Iris,15 Pascoe St,3,h,1275000.0,VB,Tim,10/12/2016,9.2,3146.0,2.0,2.0,669.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2760,[[56.85500023]],Historic
2783,Glen Iris,1/39 Scott Gr,1,u,452000.0,S,RT,10/12/2016,9.2,3146.0,1.0,1.0,63.0,1980.0,Stonnington,Southern Metropolitan,2761,41.0,Contemporary
2784,Glen Iris,1/33 Yeovil Rd,3,t,1625000.0,S,Jellis,10/12/2016,9.2,3146.0,2.0,2.0,365.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2762,[[56.85500023]],Historic
2785,Glen Iris,22 Aintree Rd,4,h,1800000.0,SP,Marshall,12/11/2016,9.2,3146.0,3.0,2.0,743.0,[[1964.14499977]],Stonnington,Southern Metropolitan,2763,[[56.85500023]],Historic
2786,Glen Iris,56 Brandon St,3,h,1820000.0,S,Jellis,12/11/2016,9.2,3146.0,1.0,3.0,650.0,1930.0,Boroondara,Southern Metropolitan,2764,91.0,Historic
2787,Glen Iris,1/6 Edgar St,1,u,291000.0,PI,hockingstuart,12/11/2016,9.2,3146.0,1.0,1.0,1097.0,1982.0,Stonnington,Southern Metropolitan,2765,39.0,Contemporary
2788,Glen Iris,1/146 Glen Iris Rd,2,u,710000.0,VB,Jellis,12/11/2016,9.2,3146.0,1.0,2.0,123.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2766,[[56.85500023]],Historic
2789,Glen Iris,20 Howitt St,4,h,2376000.0,S,Jellis,12/11/2016,9.2,3146.0,2.0,2.0,652.0,1925.0,Boroondara,Southern Metropolitan,2767,96.0,Historic
2790,Glen Iris,115 Tooronga Rd,2,h,1020000.0,SP,Jellis,12/11/2016,9.2,3146.0,1.0,0.0,251.0,1910.0,Stonnington,Southern Metropolitan,2768,111.0,Historic
2791,Glen Iris,22 Wills St,3,h,1456000.0,SP,Jellis,12/11/2016,9.2,3146.0,1.0,2.0,504.0,1920.0,Stonnington,Southern Metropolitan,2769,101.0,Historic
2792,Glen Iris,20 Howie St,3,h,1875000.0,S,Marshall,13/08/2016,9.2,3146.0,2.0,3.0,607.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2770,[[56.85500023]],Historic
2793,Glen Iris,294 Tooronga Rd,3,h,1430000.0,S,Marshall,13/08/2016,9.2,3146.0,3.0,2.0,385.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2771,[[56.85500023]],Historic
2795,Glen Iris,11/63 Edgar St N,1,t,345000.0,PI,Jellis,14/05/2016,9.2,3146.0,1.0,1.0,745.0,1970.0,Stonnington,Southern Metropolitan,2772,51.0,Contemporary
2796,Glen Iris,16 Flowerdale Rd,5,h,2000000.0,PI,Marshall,14/05/2016,9.2,3146.0,3.0,1.0,696.0,1920.0,Boroondara,Southern Metropolitan,2773,101.0,Historic
2797,Glen Iris,130 High St,4,h,1550000.0,PI,Jellis,14/05/2016,9.2,3146.0,0.0,0.0,769.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2774,[[56.85500023]],Historic
2798,Glen Iris,11 Kenilworth Gr,3,h,1625000.0,S,Jellis,14/05/2016,9.2,3146.0,2.0,4.0,1005.0,1980.0,Stonnington,Southern Metropolitan,2775,41.0,Contemporary
2799,Glen Iris,2/14 Nash St,2,u,480000.0,SP,Jellis,14/05/2016,9.2,3146.0,1.0,1.0,0.0,[[1964.14499977]],Stonnington,Southern Metropolitan,2776,[[56.85500023]],Historic
2800,Glen Iris,10 Bardolph St,2,t,585000.0,S,Jellis,15/10/2016,9.2,3146.0,1.0,1.0,84.0,1960.0,Boroondara,Southern Metropolitan,2777,61.0,Historic
2801,Glen Iris,2 Celia St,5,h,1960000.0,PI,Gary,15/10/2016,9.2,3146.0,3.0,2.0,650.0,1940.0,Boroondara,Southern Metropolitan,2778,81.0,Historic
2802,Glen Iris,67 Celia St,4,h,1700000.0,PI,Fletchers,15/10/2016,9.2,3146.0,3.0,1.0,650.0,1946.0,Boroondara,Southern Metropolitan,2779,75.0,Historic
2803,Glen Iris,8/18 Edgar St,2,u,680000.0,S,hockingstuart,15/10/2016,9.2,3146.0,1.0,1.0,0.0,[[1964.14499977]],Stonnington,Southern Metropolitan,2780,[[56.85500023]],Historic
2804,Glen Iris,1/15 Scott Gr,3,t,1220000.0,S,Jellis,15/10/2016,9.2,3146.0,2.0,2.0,278.0,1999.0,Stonnington,Southern Metropolitan,2781,22.0,Contemporary
2805,Glen Iris,2/67 Staughton Rd,3,h,1375000.0,S,Marshall,15/10/2016,9.2,3146.0,2.0,2.0,328.0,1990.0,Boroondara,Southern Metropolitan,2782,31.0,Contemporary
2806,Glen Iris,56 Wills St,2,h,920000.0,S,Fletchers,15/10/2016,9.2,3146.0,1.0,2.0,334.0,1930.0,Stonnington,Southern Metropolitan,2783,91.0,Historic
2807,Glen Iris,1/38 Edgar St,2,u,382000.0,SP,hockingstuart,16/07/2016,9.2,3146.0,1.0,1.0,1069.0,1960.0,Stonnington,Southern Metropolitan,2784,61.0,Historic
2808,Glen Iris,1/64 Edgar St N,2,u,545000.0,S,Fletchers,16/07/2016,9.2,3146.0,0.0,0.0,0.0,[[1964.14499977]],Stonnington,Southern Metropolitan,2785,[[56.85500023]],Historic
2809,Glen Iris,1/8 Estella St,4,t,1350000.0,VB,Woodards,16/07/2016,9.2,3146.0,2.0,2.0,342.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2786,[[56.85500023]],Historic
2810,Glen Iris,1597 Malvern Rd,2,h,1280000.0,S,Noel,16/07/2016,9.2,3146.0,1.0,1.0,412.0,1950.0,Stonnington,Southern Metropolitan,2787,71.0,Historic
2811,Glen Iris,27 Celia St,3,h,1825000.0,S,Fletchers,17/09/2016,9.2,3146.0,1.0,2.0,652.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2788,[[56.85500023]],Historic
2812,Glen Iris,116 High St,5,h,2825000.0,PI,Jellis,17/09/2016,9.2,3146.0,4.0,4.0,802.0,2013.0,Boroondara,Southern Metropolitan,2789,8.0,Contemporary
2813,Glen Iris,1 Maitland St,3,h,2825000.0,S,Jellis,17/09/2016,9.2,3146.0,2.0,4.0,885.0,1910.0,Stonnington,Southern Metropolitan,2790,111.0,Historic
2814,Glen Iris,27 Sunhill Rd,4,h,1825000.0,S,RT,17/09/2016,9.2,3146.0,3.0,2.0,366.0,1999.0,Boroondara,Southern Metropolitan,2791,22.0,Contemporary
2815,Glen Iris,6/219 Burke Rd,1,u,328000.0,S,Jellis,18/03/2017,9.2,3146.0,1.0,0.0,0.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2792,[[56.85500023]],Historic
2816,Glen Iris,8 Morell St,4,h,2016000.0,S,Jellis,18/03/2017,9.2,3146.0,2.0,3.0,733.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2793,[[56.85500023]],Historic
2818,Glen Iris,33A Scott Gr,3,h,1710000.0,S,Noel,18/03/2017,9.2,3146.0,1.0,3.0,557.0,[[1964.14499977]],Stonnington,Southern Metropolitan,2795,[[56.85500023]],Historic
2819,Glen Iris,23 Somerset Rd,3,h,1770000.0,SP,Noel,18/03/2017,9.2,3146.0,1.0,3.0,603.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2796,[[56.85500023]],Historic
2820,Glen Iris,10 Yeovil Rd,3,h,1765000.0,S,Philip,18/03/2017,9.2,3146.0,1.0,2.0,650.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2797,[[56.85500023]],Historic
2821,Glen Iris,5/138 Milton Pde,2,u,511000.0,S,Marshall,18/06/2016,9.2,3146.0,1.0,1.0,0.0,[[1964.14499977]],Stonnington,Southern Metropolitan,2798,[[56.85500023]],Historic
2822,Glen Iris,14 Rosedale Rd,3,h,2000000.0,PI,Jellis,18/06/2016,9.2,3146.0,1.0,2.0,821.0,[[1964.14499977]],Boroondara,Southern Metropolitan,2799,[[56.85500023]],Historic
2823,Glen Iris,17 Rosedale Rd,2,h,1600000.0,PI,Noel,18/06/2016,9.2,3146.0,2.0,2.0,718.0,1950.0,Boroondara,Southern Metropolitan,2800,71.0,Historic
2824,Glen Iris,20 Ruskin Rd,3,h,1880000.0,S,RT,18/06/2016,9.2,3146.0,2.0,2.0,668.0,1920.0,Boroondara,Southern Metropolitan,2801,101.0,Historic
2825,Glen Iris,3 Florence St,5,h,2352500.0,PI,Marshall,19/11/2016,9.2,3146.0,3.0,2.0,642.0,1930.0,Boroondara,Southern Metropolitan,2802,91.0,Historic
2827,Glen Iris,31 Gardiner Pde,4,h,2625000.0,PI,Marshall,19/11/2016,9.2,3146.0,3.0,2.0,840.0,1930.0,Boroondara,Southern Metropolitan,2804,91.0,Historic
2828,Glen Iris,5/1679 Malvern Rd,2,u,856500.0,S,Marshall,19/11/2016,9.2,3146.0,1.0,1.0,0.0,1960.0,Stonnington,Southern Metropolitan,2805,61.0,Historic
2829,Glen Iris,2b York Rd,5,h,1650000.0,PI,Noel,22/05/2016,9.2,3146.0,2.0,2.0,400.0,[[1964.14499977]],Stonnington,Southern Metropolitan,2806,[[56.85500023]],Historic
